🇨🇳丨央视频道,#genre#
山东新闻,http://39.136.48.2:8089/PLTV/88888888/224/3221226077/index.m3u8
山东新闻,http://39.136.48.6:8089/PLTV/88888888/224/3221226077/index.m3u8
山东新闻,http://39.136.48.21:8089/PLTV/88888888/224/3221226077/index.m3u8
山东教育卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000331/index.m3u8
山东教育卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
山东教育卫视,http://feiyuegang.ufycb.com:808/hls/32/index.m3u8
山东教育卫视,http://120.221.5.101:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
山东教育卫视,http://39.136.48.51:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://39.136.48.10:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://39.136.48.11:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://39.136.48.6:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://39.136.48.18:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://39.136.48.7:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://39.136.48.99:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://39.136.48.21:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://39.136.48.52:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://39.136.48.28:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://39.136.48.29:8089/PLTV/88888888/224/3221226049/index.m3u8
山东农科,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000339/index.m3u8
山东农科,http://39.136.48.52:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.18:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.7:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.8:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.5:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.99:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.6:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.51:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.27:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.21:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.28:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.4:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.29:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://feiyuegang.ufycb.com:808/hls/28/index.m3u8
山东农科,http://39.134.144.6:8089/PLTV/88888888/224/3221226018/index.m3u8
山东少儿,http://39.136.48.19:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.51:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.56:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.100:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.25:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.52:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.102:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.50:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.21:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.24:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.28:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.53:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.10:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.99:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.3:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.6:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.8:8089/PLTV/88888888/224/3221226001/index.m3u8
山东少儿,http://39.136.48.98:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.58:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.23:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.9:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.101:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.59:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.2:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.57:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.26:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.55:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.8:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.11:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.5:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.20:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.18:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.29:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.7:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.27:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.54:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.22:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://39.136.48.4:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿,http://feiyuegang.ufycb.com:808/hls/29/index.m3u8
山东少儿,http://39.136.48.103:8089/PLTV/88888888/224/3221226195/index.m3u8
山东生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000336/index.m3u8
山东生活,http://39.136.48.21:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.8:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.2:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.99:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.5:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.27:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.6:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.52:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.18:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.51:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.10:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.7:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.134.144.6:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.8:8089/PLTV/88888888/224/3221225841/1.m3u8
山东生活,http://feiyuegang.ufycb.com:808/hls/24/index.m3u8
山东体育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000315/index.m3u8
山东体育,http://feiyuegang.ufycb.com:808/hls/26/index.m3u8
山东体育,http://39.134.144.6:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.28:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.7:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.51:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.52:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.10:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.8:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.25:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.8:8089/PLTV/88888888/224/3221226003/index.m3u8
山东体育,http://39.136.48.6:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.5:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.99:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.2:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.18:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.21:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://39.136.48.29:8089/PLTV/88888888/224/3221226075/index.m3u8
山东文旅,http://39.136.48.51:8089/PLTV/88888888/224/3221225802/index.m3u8
山东文旅,http://39.136.48.52:8089/PLTV/88888888/224/3221225802/index.m3u8
山东文旅,http://39.136.48.7:8089/PLTV/88888888/224/3221225802/index.m3u8
山东文旅,http://39.136.48.8:8089/PLTV/88888888/224/3221225802/index.m3u8
山东文旅,http://39.136.48.2:8089/PLTV/88888888/224/3221225802/index.m3u8
山东文旅,http://39.136.48.5:8089/PLTV/88888888/224/3221225802/index.m3u8
山东文旅,http://39.136.48.18:8089/PLTV/88888888/224/3221225802/index.m3u8
山东文旅,http://39.136.48.99:8089/PLTV/88888888/224/3221225802/index.m3u8
山东文旅,http://39.136.48.6:8089/PLTV/88888888/224/3221225802/index.m3u8
山东文旅,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000337/index.m3u8
山东文旅,http://39.134.144.6:8089/PLTV/88888888/224/3221225802/index.m3u8
山东文旅,http://feiyuegang.ufycb.com:808/hls/23/index.m3u8
山东综艺,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000338/index.m3u8
山东综艺,http://39.136.48.18:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://39.136.48.8:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://39.136.48.21:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://39.136.48.99:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://39.136.48.5:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://39.136.48.2:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://39.136.48.6:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://39.136.48.7:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://39.136.48.51:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://39.136.48.27:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://39.136.48.52:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://39.136.48.28:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://feiyuegang.ufycb.com:808/hls/25/index.m3u8
山东综艺,http://39.134.144.6:8089/PLTV/88888888/224/3221225855/index.m3u8
山东国际,http://feiyuegang.ufycb.com:808/hls/30/index.m3u8
//
济南综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000312/index.m3u8
济南综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000312/index.m3u8
济南综合,http://feiyuegang.ufycb.com:808/hls/21/index.m3u8

青岛综合,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000500/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat

聊城综合,http://39.134.144.6:8089/PLTV/88888888/224/3221225930/index.m3u8
聊城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000250/index.m3u8
聊城综合,http://m3u8.channellive.lcbtv.com/cms/videos/nmip-media-dz/channellive/channel2/playlist.m3u8
聊城综合,http://m3u8.channellive.lcbtv.com/nmip-media/channellive/channel101173/playlist.m3u8

烟台综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
烟台综合,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000280/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat

威海综合,https://jsylivealone302.iqilu.com/live/weihai_tv01/index.m3u8
威海综合,rtmp://wslivealone.iqilu.com/weihai/weihai_tv01

日照综合,http://live.rzw.com.cn/xwzh/sd/live.m3u8
日照综合,http://live.rzw.com.cn/xwzh/sd/live.m3u8?shandd

潍坊综合,http://stream.wfcmw.cn/1/sd/live.m3u8

山东综合,http://stream.hhek.cn/xwzh/sd/live.m3u8?shandd

淄博综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000292/index.m3u8
淄博综合,http://39.134.144.6:8089/PLTV/88888888/224/3221225986/index.m3u8

临沂综合,http://39.134.144.6:8089/PLTV/88888888/224/3221225984/index.m3u8
临沂综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000120/index.m3u8

滨州综合,http://stream.bzcm.net/2/sd/live.m3u8?shandd
滨州综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000220/index.m3u8
滨州综合,http://stream.bzcm.net/2/sd/live.m3u8

枣庄综合,http://stream.zztvzd.com/1/sd/live.m3u8
枣庄综合,http://stream.zztvzd.com/1/sd/live.m3u8

泰安综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000269/index.m3u8
泰安综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000269/index.m3u8

济宁综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000240/index.m3u8
济宁综合,http://39.134.144.6:8089/PLTV/88888888/224/3221226333/index.m3u8

菏泽综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8?shandd
菏泽综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000232/index.m3u8
菏泽综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8

德州综合,rtmp://wslivealone.iqilu.com/dezhou/dezhou_tv01
德州综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000206/index.m3u8


📯|移动专区,#genre#
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8

CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CETV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
四川卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
山东教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8
海南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
河南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225767/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
河北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225750/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
金鹰卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225744/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
哈哈炫动,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
广西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8
江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225764/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
优漫卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225795/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
北京卡酷,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225743/index.m3u8
冬奥纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226232/index.m3u8
嘉佳卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8
云南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8
贵州卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
安多卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226228/index.m3u8
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225747/index.m3u8
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
电视指南,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
风云足球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
风云剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
第一剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
怀旧剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
兵器科技,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
高尔夫网球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
央视文化精品,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
哒啵电竞,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226951/index.m3u8
哒啵赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226954/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
陕西一套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/1.m3u8
陕西二套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/1.m3u8
陕西三套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/1.m3u8
陕西四套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/1.m3u8
陕西五套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/1.m3u8
陕西六套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226362/1.m3u8
陕西七套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/1.m3u8
陕西八套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/1.m3u8
西安新闻综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/1.m3u8
西安都市,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
西安商务资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/1.m3u8
西安影视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/1.m3u8
西安丝路,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/1.m3u8
西安教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226371/index.m3u8
咸阳-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226372/index.m3u8
杨凌-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226373/index.m3u8
延安-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226374/1.m3u8
延安-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226375/1.m3u8
铜川-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226379/1.m3u8
铜川-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226380/1.m3u8
宝鸡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226383/1.m3u8
宝鸡-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226384/1.m3u8
宁强-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226390/1.m3u8
宁强-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226389/1.m3u8
汉中-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
汉中-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225991/index.m3u8
佛坪-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226454/1.m3u8
镇巴-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226457/1.m3u8
略阳-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
西乡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8
榆林-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226377/1.m3u8
商洛-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226378/1.m3u8
渭南-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226376/1.m3u8
安康-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226385/1.m3u8
纪实人文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8
山东教育卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
置业频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226241/index.m3u8
京视剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226242/index.m3u8
家庭理财,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226244/index.m3u8
奕坦春秋,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226245/index.m3u8
发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8
老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8

🥅丨体育频道,#genre#
CCTV5 体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5 体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5 体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5 体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5 体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5 体育,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5 体育,http://39.134.61.219/PLTV/88888888/224/3221226944/index.m3u8
CCTV5 体育,http://39.134.61.219/PLTV/88888888/224/3221226900/index.m3u8
